Dataset,BIOME,Species,GrowthForm,Decid_Evergreen,Needle_Broadleaf,C3C4,N2_fixer,logLL,logLMA,logNmass,logPmass,logAmass,logRdmass
Cornelissen_UK_Sheffield,WLAND,Castanea sativa,T,D,,,N,,1.88,0.376,-0.846,,
Cornelissen_UK_Sheffield,WLAND,Cornus sanguinea,S,D,,,N,,1.79,0.327,-0.813,,
Cornelissen_UK_Sheffield,WLAND,Corylus avellana,T,D,,,N,,1.83,0.39,-0.765,,
Cornelissen_UK_Sheffield,WLAND,Crataegus monogyna,S,D,B,C3,N,,1.94,0.253,-0.896,,
Cornelissen_UK_Sheffield,WLAND,Cytisus scoparius,S,E,,,Y,,1.79,0.466,-0.933,,
Cornelissen_UK_Sheffield,WLAND,Daphne mezereum,S,D,,,N,,1.65,0.403,-0.517,,
Cornelissen_UK_Sheffield,WLAND,Dryas octopetala,S,E,B,C3,N,,1.81,0.285,-0.38,,
Cornelissen_UK_Sheffield,WLAND,Empetrum nigrum,S,E,B,C3,N,,2,0.123,-0.969,,
Cornelissen_UK_Sheffield,WLAND,Erica cinera,S,E,,,N,,1.95,0.152,-1.046,,
Cornelissen_UK_Sheffield,WLAND,Euonymus europaeus,T,D,,,N,,1.81,0.389,-0.719,,
Cornelissen_UK_Sheffield,WLAND,Fagus sylvatica,T,D,B,C3,N,,1.91,0.378,-0.865,,
Cornelissen_UK_Sheffield,WLAND,Frangula alnus,S,D,,,N,,1.68,0.455,-0.76,,
Cornelissen_UK_Sheffield,WLAND,Fraxinus excelsior,T,D,,,N,,1.89,0.41,-0.739,,
Cornelissen_UK_Sheffield,WLAND,Hebe x franciscana,S,E,,,N,,1.94,0.266,-0.689,,
Cornelissen_UK_Sheffield,WLAND,Hedera helix,V,E,,,N,,1.86,0.144,-0.776,,
Cornelissen_UK_Sheffield,WLAND,Helianthemum nummularium,S,E,B,C3,N,,1.88,0.353,-0.651,,
Cornelissen_UK_Sheffield,WLAND,Hippophae rhamnoides,S,D,,,N,,1.9,0.483,-0.826,,
Cornelissen_UK_Sheffield,WLAND,Ilex aquifolium,T,E,,,N,,2.11,0.206,-0.891,,
Cornelissen_UK_Sheffield,WLAND,Juglans regia,T,D,,,N,,1.84,0.341,-0.642,,
Cornelissen_UK_Sheffield,WLAND,Laburnum anagyroides,T,D,,,Y,,1.75,0.532,-0.747,,
Cornelissen_UK_Sheffield,WLAND,Larix decidua,T,D,N,C3,N,,2.04,0.353,-0.765,,
Cornelissen_UK_Sheffield,WLAND,Ligustrum vulgare,S,E,,,N,,2,0.198,-0.972,,
Cornelissen_UK_Sheffield,WLAND,Lonicera periclymenum,V,D,,,N,,1.85,0.354,-0.758,,
Cornelissen_UK_Sheffield,WLAND,Malus sylvestris,T,D,,,N,,1.93,0.337,-0.846,,
Cornelissen_UK_Sheffield,WLAND,Picea sitchensis,T,E,N,C3,N,,2.19,0.116,-0.917,,
Cornelissen_UK_Sheffield,WLAND,Pinus sylvestris,T,E,N,C3,N,,2.15,0.224,-0.71,,
Cornelissen_UK_Sheffield,WLAND,Prunus laurocerasus,S,E,,,N,,2.08,0.208,-0.748,,
Cornelissen_UK_Sheffield,WLAND,Prunus lusitanica,S,E,,,N,,2.15,0.067,-1.016,,
Cornelissen_UK_Sheffield,WLAND,Prunus spinosa,S,D,B,C3,N,,1.84,0.482,-0.672,,
Cornelissen_UK_Sheffield,WLAND,Quercus cerris,T,D,,,N,,2,0.437,-0.796,,
Cornelissen_UK_Sheffield,WLAND,Quercus ilex,T,E,B,C3,N,,2.2,0.37,-0.747,,
Cornelissen_UK_Sheffield,WLAND,Quercus petraea,T,D,,,N,,1.87,0.41,-0.85,,
Cornelissen_UK_Sheffield,WLAND,Quercus robur,T,D,,,N,,1.88,0.458,-0.771,,
Cornelissen_UK_Sheffield,WLAND,Quercus rubra,T,D,B,C3,N,,1.76,0.355,-0.816,,
Cornelissen_UK_Sheffield,WLAND,Rhamnus cathartica,S,D,B,C3,N,,1.74,0.48,-0.758,,
Cornelissen_UK_Sheffield,WLAND,Rhododendron ponticum,S,E,,,N,,2.07,0.014,-0.991,,
Cornelissen_UK_Sheffield,WLAND,Ribes nigrum,S,D,,,N,,1.82,0.266,-0.75,,
Cornelissen_UK_Sheffield,WLAND,Ribes uva-crispa,S,D,B,C3,N,,1.78,0.35,-0.738,,
Cornelissen_UK_Sheffield,WLAND,Robinia pseudoacacia,T,D,B,C3,Y,,1.7,0.473,-0.811,,
Cornelissen_UK_Sheffield,WLAND,Rosa arvensis,V,D,,,N,,1.65,0.381,-0.66,,
Cornelissen_UK_Sheffield,WLAND,Rubus fruticosus,V,E,,,N,,1.81,0.401,-0.734,,
Cornelissen_UK_Sheffield,WLAND,Salix caprea,T,D,,,N,,1.84,0.432,-0.68,,
Cornelissen_UK_Sheffield,WLAND,Sambucus nigra,S,D,,,N,,1.72,0.522,-0.614,,
Cornelissen_UK_Sheffield,WLAND,Solanum dulcamara,V,D,,,N,,1.43,0.584,-0.515,,
Cornelissen_UK_Sheffield,WLAND,Sorbus aucuparia,T,D,B,C3,N,,1.86,0.403,-0.736,,
Cornelissen_UK_Sheffield,WLAND,Taxus baccata,T,E,,,N,,2.07,0.378,-0.67,,
Cornelissen_UK_Sheffield,WLAND,Thymus polytrichus,S,E,,,N,,1.8,0.212,-0.738,,
Cornelissen_UK_Sheffield,WLAND,Ulex europaeus,S,E,,,Y,,1.95,0.504,-0.591,,
Cornelissen_UK_Sheffield,WLAND,Ulex gallii,S,E,,,Y,,2.14,0.354,-0.791,,
Cornelissen_UK_Sheffield,WLAND,Ulmus glabra,T,D,,,N,,1.88,0.339,-0.747,,
Cornelissen_UK_Sheffield,WLAND,Vaccinium myrtillus,S,D,B,C3,N,,1.74,0.233,-1.009,,
Cornelissen_UK_Sheffield,WLAND,Vaccinium oxycoccos,S,E,,,N,,2,0.186,-1.044,,
Cornelissen_UK_Sheffield,WLAND,Vaccinium vitis-idaea,S,E,B,C3,N,,2.14,0.05,-1.015,,
Cornelissen_UK_Sheffield,WLAND,Viburnum opulus,S,D,,,N,,1.8,0.379,-0.794,,
Cornelissen_UK_Sheffield,WLAND,Viburnum tinus,S,E,B,C3,N,,2.07,0.074,-0.951,,
DeLucia91Ecol_RENO__NEVADA,WLAND,Amelanchier alnifolia,T,,B,C3,,,2.03,0.26,-0.802,2.19,
DeLucia91Ecol_RENO__NEVADA,WLAND,Artemisia tridentata,S,,B,C3,N,,2.23,0.156,-0.588,1.65,
DeLucia91Ecol_RENO__NEVADA,WLAND,Juniperus osteosperma,T,,N,C3,,,2.81,-0.121,-0.958,0.68,
DeLucia91Ecol_RENO__NEVADA,WLAND,Pinus jeffreyi,T,,N,C3,,,2.52,0.033,-0.969,1.51,
DeLucia91Ecol_RENO__NEVADA,WLAND,Pinus monophylla,T,,N,C3,,,2.87,-0.048,-0.927,0.95,
DeLucia91Ecol_RENO__NEVADA,WLAND,Pinus ponderosa,T,,N,C3,,,2.5,-0.015,-1.013,1.36,
DeLucia91Ecol_RENO__NEVADA,WLAND,Purshia tridentata,S,,B,C3,,,,0.374,-0.772,,
DeLucia95_Okefenokee_Swamp,WLAND,Lyonia lucida,S,E,B,C3,N,1.26,2.24,-0.155,-1.464,1.68,
DeLucia95_Okefenokee_Swamp,WLAND,Cyrilla racemiflora,S,E,B,C3,N,1.26,2.01,0.1,-1.259,2.03,
DeLucia95_Okefenokee_Swamp,WLAND,Leucothoe racemosa,S,D,B,C3,N,0.81,1.95,-0.009,-1.319,1.9,
DeLucia95_Okefenokee_Swamp,WLAND,Itea virginica,S,D,B,C3,N,0.81,1.85,0.049,-1.177,1.96,
DeLucia95_Okefenokee_Swamp,WLAND,Clethra alnifolia,S,D,B,C3,N,0.81,1.93,0.1,-1.171,2.11,
Diemer_Korner_Austria_high,ALPINE,Achillea erba,H,,B,C3,N,0.36,1.65,0.665,,2.56,
Diemer_Korner_Austria_high,ALPINE,Arabis alpina,H,,B,C3,N,,1.58,0.468,,,
Diemer_Korner_Austria_high,ALPINE,Arabis caerulea,H,,B,C3,N,,1.68,0.505,,,
Diemer_Korner_Austria_high,ALPINE,Artemisia genipi,H,,B,C3,N,,1.62,0.474,,,
Diemer_Korner_Austria_high,ALPINE,Campanula barbata,H,,B,C3,N,,1.72,0.356,,,
Diemer_Korner_Austria_high,ALPINE,Cerastium uniflorum,H,,B,C3,N,,1.5,0.417,,,
Diemer_Korner_Austria_high,ALPINE,Doronicum clusii,H,,B,C3,N,0.25,1.69,0.606,,2.64,
Diemer_Korner_Austria_high,ALPINE,Erigeron uniflorus,H,,B,C3,N,0.41,1.68,0.519,,2.67,
Diemer_Korner_Austria_high,ALPINE,Gentiana bavarica,H,,B,C3,N,,1.77,0.21,,,
Diemer_Korner_Austria_high,ALPINE,Gentiana kochiana,H,,B,C3,N,,1.82,0.134,,,
Diemer_Korner_Austria_high,ALPINE,Geum montanum,H,,B,C3,N,0.32,1.85,0.393,,2.33,
Diemer_Korner_Austria_high,ALPINE,Geum reptans,H,,B,C3,N,0.48,1.85,0.413,,2.29,
Diemer_Korner_Austria_high,ALPINE,Leontodon hispidus,H,,B,C3,N,,1.7,0.501,,,
Diemer_Korner_Austria_high,ALPINE,Leucanthemopsis alpina,H,,B,C3,N,0.42,1.8,0.373,,2.25,
Diemer_Korner_Austria_high,ALPINE,Ligusticum mutellina,H,,B,C3,N,0.4,1.9,0.559,,2.48,
Diemer_Korner_Austria_high,ALPINE,Linaria alpina,H,,B,C3,N,,1.6,0.377,,,
Diemer_Korner_Austria_high,ALPINE,Luzula alpino-pilosa,G,,B,C3,N,0.28,1.83,0.474,,2.33,
Diemer_Korner_Austria_high,ALPINE,Oxyria digyna,H,D,B,C3,N,0.2,1.41,0.658,,2.81,
Diemer_Korner_Austria_high,ALPINE,Pedicularis asplenifolius,H,,B,C3,N,0.3,1.72,0.449,,2.5,
Diemer_Korner_Austria_high,ALPINE,Poa laxa,G,,B,C3,N,,1.6,0.635,,,
Diemer_Korner_Austria_high,ALPINE,Polygonum viviparum,H,,B,C3,N,0.13,1.85,0.593,,2.47,
Diemer_Korner_Austria_high,ALPINE,Potentilla aurea,H,,B,C3,N,,1.68,0.391,,,
Diemer_Korner_Austria_high,ALPINE,Potentilla crantzii,H,D,B,C3,N,0.38,1.78,0.516,,2.43,
Diemer_Korner_Austria_high,ALPINE,Potentilla frigida,H,,B,C3,N,,1.72,0.398,,,
Diemer_Korner_Austria_high,ALPINE,Primula glutinosa,H,,B,C3,N,0.4,1.86,0.428,,2.22,
Diemer_Korner_Austria_high,ALPINE,Ranunculus glacialis,H,,B,C3,N,0.49,1.79,0.529,,2.48,
Diemer_Korner_Austria_high,ALPINE,Senecio incanus,H,,B,C3,N,,1.82,0.31,,,
Diemer_Korner_Austria_high,ALPINE,Sibbaldia procumbens,H,D,B,C3,N,,1.77,0.272,,,
Diemer_Korner_Austria_high,ALPINE,Taraxacum alpinum,H,,B,C3,N,0.34,1.56,0.468,,2.46,
Diemer_Korner_Austria_high,ALPINE,Veronica alpestris,H,,B,C3,N,,1.57,0.364,,,
Diemer_Korner_Austria_high,ALPINE,Veronica bellidioides,H,,B,C3,N,,2,0.076,,,
Diemer_Korner_Austria_low,ALPINE,Achillea millefolium,H,,B,C3,N,0.14,1.72,0.504,,2.54,
Diemer_Korner_Austria_low,ALPINE,Alchemilla verticillata,H,,B,C3,N,,1.43,0.462,,,
Diemer_Korner_Austria_low,ALPINE,Arabis hirsuta,H,,B,C3,N,,1.7,0.301,,,
Diemer_Korner_Austria_low,ALPINE,Caltha palustris,H,,B,C3,N,0.41,1.51,,,,
Diemer_Korner_Austria_low,ALPINE,Campanula glomerata,H,,B,C3,N,,1.57,0.431,,,
Diemer_Korner_Austria_low,ALPINE,Carum carvi,H,,B,C3,N,0.3,1.58,0.544,,2.7,
Diemer_Korner_Austria_low,ALPINE,Cerastium arvense,H,,B,C3,N,,2,0.544,,,
Diemer_Korner_Austria_low,ALPINE,Chrysanthemum leucanthemum,H,,B,C3,N,0.34,1.72,0.453,,2.65,
Diemer_Korner_Austria_low,ALPINE,Erigeron acre,H,,B,C3,N,,1.75,0.322,,,
Diemer_Korner_Austria_low,ALPINE,Geum rivale,H,,B,C3,N,0.46,1.72,0.386,,2.38,
Diemer_Korner_Austria_low,ALPINE,Leontodon hispidus,H,,B,C3,N,,1.64,0.301,,,
Diemer_Korner_Austria_low,ALPINE,Lychnis flos-jovis,H,,B,C3,N,,1.65,0.146,,,
Diemer_Korner_Austria_low,ALPINE,Polygonum bistorta,H,,B,C3,N,,1.57,0.378,,,
Diemer_Korner_Austria_low,ALPINE,Potentilla anserina,H,,B,C3,N,0.27,1.72,0.49,,2.59,
Diemer_Korner_Austria_low,ALPINE,Potentilla reptans,H,,B,C3,N,,1.54,0.544,,,
Diemer_Korner_Austria_low,ALPINE,Potentilla verna,H,,B,C3,N,,1.77,0.342,,,
Diemer_Korner_Austria_low,ALPINE,Primula elatior,H,,B,C3,N,0.49,1.62,0.391,,2.4,
Diemer_Korner_Austria_low,ALPINE,Primula farinosa,H,,B,C3,N,,1.65,0.23,,,
Diemer_Korner_Austria_low,ALPINE,Ranunculus acris,H,,B,C3,N,0.26,1.8,0.374,,2.39,
Diemer_Korner_Austria_low,ALPINE,Ranunculus bulbosus,H,,B,C3,N,,1.75,0.464,,,
Diemer_Korner_Austria_low,ALPINE,Ranunculus ficaria,H,,B,C3,N,,1.51,0.519,,,
Diemer_Korner_Austria_low,ALPINE,Ranunculus nemorosus,H,,B,C3,N,,1.83,0.301,,,
Diemer_Korner_Austria_low,ALPINE,Taraxacum officinale,H,,B,C3,N,0.34,1.54,0.556,,2.82,
Diemer_Korner_Austria_low,ALPINE,Trifolium repens,H,,B,C3,Y,0.3,1.53,0.653,,2.68,
Diemer_Korner_Austria_low,ALPINE,Veronica chamaedrys,H,,B,C3,N,,1.51,0.23,,,
Diemer-Ecuador_lowest,ALPINE,Castilleja sp,H,,,,N,,1.82,0.377,,,
Diemer-Ecuador_lowest,ALPINE,Geranium sp,H,,,,N,,1.78,0.121,,,
Diemer-Ecuador_lowest,ALPINE,Lachemilla sp,H,,,,N,,1.97,-0.032,,,
Diemer-Ecuador_lowest,ALPINE,Lupinus sp,H,,,,Y,,1.72,0.508,,,
Diemer-Ecuador_lowest,ALPINE,Plantago lanceolata,H,D,B,C3,N,,1.77,0.364,,,
Diemer-Ecuador_lowest,ALPINE,Taraxacum officinale,H,,B,C3,N,,1.52,0.602,,,
Diemer-Ecuador_lowest,ALPINE,Trifolium repens,H,,B,C3,Y,,1.6,0.537,,,
Diemer-Ecuador_low,ALPINE,Baccharis arbutifolia,S,,,,N,0.43,1.98,0.465,,,
Diemer-Ecuador_low,ALPINE,Bomarea glaucescens,G,,,,N,,2.06,0.336,,,
Diemer-Ecuador_low,ALPINE,Calamagrostis intermedia,G,,B,,N,,2.3,-0.174,,,
Diemer-Ecuador_low,ALPINE,Carex pichinchensis,G,,,,N,,1.94,0.217,,,
Diemer-Ecuador_low,ALPINE,Chuquiraga jussieui,S,,,,N,0.81,2.15,0.225,,,
Diemer-Ecuador_low,ALPINE,Diplostephium rupestre,S,,,,N,0.59,2.19,0.352,,,
Diemer-Ecuador_low,ALPINE,Geranium confertum,H,,,,N,0.53,1.9,0.405,,,
Diemer-Ecuador_low,ALPINE,Gunnera magellanica,H,,,,N,,2.04,0.356,,,
Diemer-Ecuador_low,ALPINE,Gynoxis sp,S,,,,N,0.98,2.23,0.201,,,
Diemer-Ecuador_low,ALPINE,Halenia weddelifolia,H,,,,N,,1.94,0.225,,,
Diemer-Ecuador_low,ALPINE,Loricaria ilinissae,S,E,,,N,1.34,2.3,0.029,,,
Diemer-Ecuador_low,ALPINE,Lupinus kunthii,H,,,,Y,0.54,1.92,0.592,,,
Diemer-Ecuador_low,ALPINE,Luzula gigantea,G,,,,N,,1.77,0.19,,,
Diemer-Ecuador_low,ALPINE,Niphogeton dissecta,H,,,,N,0.81,2.1,0.449,,,
Diemer-Ecuador_low,ALPINE,Plantago rigida,H,,,,N,,2.21,0.124,,,
Diemer-Ecuador_low,ALPINE,Ranunculus peruvianus,H,,,,N,0.54,1.84,0.519,,,
Diemer-Ecuador_low,ALPINE,Senecio comosus,H,,,,N,0.53,1.83,0.568,,,
Diemer-Ecuador_low,ALPINE,Valeriana pilosa,H,,,,N,1.01,2.09,0.26,,,
Diemer-Ecuador_low,ALPINE,Werneria nubigena,H,,,,N,0.94,2.26,0.35,,,
Diemer-Ecuador_high,ALPINE,Aa sp,H,,,,N,,2.03,0.422,,,
Diemer-Ecuador_high,ALPINE,Agrostis nigritella,G,,,,N,,1.97,0.334,,,
Diemer-Ecuador_high,ALPINE,Astragalus geminiflorus,H,,,,Y,,2.13,0.54,,,
Diemer-Ecuador_high,ALPINE,Azorella pedunculata,H,,,,N,,2.11,0.207,,,
Diemer-Ecuador_high,ALPINE,Calandrinia acaulis,H,,,,N,,2,0.43,,,
Diemer-Ecuador_high,ALPINE,Cerastium mollissimum,H,,,,N,0.59,1.81,0.43,,,
Diemer-Ecuador_high,ALPINE,Culcitium canescens,H,,,,N,,2.44,0.083,,,
Diemer-Ecuador_high,ALPINE,Culcitium nivale,H,,,,N,0.81,2.37,0.196,,,
Diemer-Ecuador_high,ALPINE,Culcitium reflexum,H,,,,N,,2.23,0.199,,,
Diemer-Ecuador_high,ALPINE,Draba aretioides,H,,,,N,,1.88,0.328,,,
Diemer-Ecuador_high,ALPINE,Erigeron ecuadoriensis,H,,,,N,0.95,1.82,0.456,,,
Diemer-Ecuador_high,ALPINE,Gentianella numularifolia,H,,,,N,,1.81,0.223,,,
Diemer-Ecuador_high,ALPINE,Hypochoeris sonchoides,H,,,,N,0.76,1.94,0.364,,,
Diemer-Ecuador_high,ALPINE,Lachemilla orbiculata,H,,,,N,,2.11,0.061,,,
Diemer-Ecuador_high,ALPINE,Luzula racemosa,G,,,,N,0.82,2.01,0.093,,,
Diemer-Ecuador_high,ALPINE,Nototriche phyllanthos,H,,,,N,0.84,1.94,0.394,,,
Diemer-Ecuador_high,ALPINE,Oreomyrrhis andicola,H,,,,N,0.74,2.04,0.279,,,
Diemer-Ecuador_high,ALPINE,Plantago nubigena,H,,,,N,1.03,2.2,-0.108,,,
Diemer-Ecuador_high,ALPINE,Rumex acetosella,H,,,,N,,1.83,0.371,,,
Diemer-Ecuador_high,ALPINE,Silene thysanodes,H,,,,N,0.88,1.88,0.431,,,
Diemer-Ecuador_high,ALPINE,Werneria humilis,H,,,,N,,1.99,0.161,,,
Diemer-Ecuador_high,ALPINE,Werneria nubigena,H,,,,N,,2.2,0.155,,,
Diemer-Ecuador_high,ALPINE,Werneria pumila,H,,,,N,0.68,2.23,0.241,,,
Diemer-Ecuador_highest,ALPINE,Bromus lanatus,G,,B,,N,,1.93,0.42,,,
Diemer-Ecuador_highest,ALPINE,Castilleja fissifolia,H,,,,N,,1.68,0.143,,,
Diemer-Ecuador_highest,ALPINE,Cerastium mollissimum,H,,,,N,,1.77,0.505,,,
Diemer-Ecuador_highest,ALPINE,Culcitium reflexum,H,,,,N,,2.29,0.164,,,
Diemer-Ecuador_highest,ALPINE,Viola sp,H,,,,N,,1.87,0.693,,,
Field_et_al_83_Jasper_Ridge,WLAND,Arbutus menziesii,S,E,B,C3,N,,2.09,0.129,,1.8,
Field_et_al_83_Jasper_Ridge,WLAND,Heteromeles arbutifolia,S,E,B,C3,N,,2.36,0.016,,1.66,
Field_et_al_83_Jasper_Ridge,WLAND,Prunus ilicifolia,S,E,B,C3,N,,2.2,0.25,,1.73,
Field_et_al_83_Jasper_Ridge,WLAND,Rhamnus californica,S,E,B,C3,N,,2.03,0.28,,1.86,
Field_et_al_83_Jasper_Ridge,WLAND,Umbellularia californica,S,E,B,,N,,2.12,0.247,,1.8,
Franco&Luttge_Brasilia,TROP_FOR,Didymopanax macrocarpum,T,E,,,N,,,,,,
Franco&Luttge_Brasilia,TROP_FOR,Qualea grandiflora,T,D,,,N,,,,,,
Franco&Luttge_Brasilia,TROP_FOR,Miconia fallax,S,E,,,N,,,,,,
Franco&Luttge_Brasilia,TROP_FOR,Roupala montana,S,E,,,N,,,,,,
Franco&Luttge_Brasilia,TROP_FOR,Ouratea hexasperma,S,E,,,N,,,,,,
Garnier_etal_F/CR,GRASS/M,Acer monspessulanum,T,D,B,C3,N,,1.92,0.348,,,
Garnier_etal_F/CR,GRASS/M,Aegilops geniculata,G,D,B,C3,N,,1.57,0.514,,,
Garnier_etal_F/CR,GRASS/M,Aegilops ovata,G,,,,N,,1.64,0.452,,,
Garnier_etal_F/CR,GRASS/M,Avena barbata,G,,B,,N,,1.61,0.382,,,
Garnier_etal_F/CR,GRASS/M,Avenula bromoides,G,,B,C3,N,,1.74,0.305,,,
Garnier_etal_F/CR,GRASS/M,Brachypodium distachyon,G,,B,C3,N,,1.48,0.236,,,
Garnier_etal_F/CR,GRASS/M,Brachypodium phoenicoides,G,D,B,C3,N,,1.8,0.21,,,
Garnier_etal_F/CR,GRASS/M,Brachypodium retusum,G,,B,,N,,1.74,0.281,,,
Garnier_etal_F/CR,GRASS/M,Bromus erectus,G,D,B,C3,N,,1.74,0.328,,,
Garnier_etal_F/CR,GRASS/M,Bromus lanceolatus,G,D,B,C3,N,,1.59,0.274,,,
Garnier_etal_F/CR,GRASS/M,Bromus madritiensis,G,,B,,N,,1.43,0.324,,,
Garnier_etal_F/CR,GRASS/M,Bupleurum rigidum,H,D,B,C3,N,,2.03,0.138,,,
Garnier_etal_F/CR,GRASS/M,Buxus sempervirens,S,E,B,C3,N,,2.21,0.06,,,
Garnier_etal_F/CR,GRASS/M,Calamintha nepeta,S,E,B,C3,N,,1.58,0.504,,,
Garnier_etal_F/CR,GRASS/M,Clematis vitalba,V,,B,,N,,1.56,0.508,,,
Garnier_etal_F/CR,GRASS/M,Convolvulus arvensis,H,,B,C3,N,,1.64,0.458,,,
Garnier_etal_F/CR,GRASS/M,Crepis sancta,H,,B,C3,N,,1.58,0.277,,,
Garnier_etal_F/CR,GRASS/M,Crepis vesicaria,H,,B,C3,N,,1.74,0.441,,,
Garnier_etal_F/CR,GRASS/M,Dactylis glomerata,G,D,B,C3,N,,1.65,0.441,,,
Garnier_etal_F/CR,GRASS/M,Daucus carota,H,D,B,C3,N,,1.89,0.441,,,
Garnier_etal_F/CR,GRASS/M,Desmazeria rigida,G,,B,,N,,1.63,0.407,,,
Garnier_etal_F/CR,GRASS/M,Dichanthium ischaemum,G,,B,,N,,1.54,0.305,,,
Garnier_etal_F/CR,GRASS/M,Kickxia spuria,H,,B,C3,N,,1.46,0.342,,,
Garnier_etal_F/CR,GRASS/M,Medicago minima,H,D,B,C3,Y,,1.48,0.684,,,
Garnier_etal_F/CR,GRASS/M,Melica ciliata,G,,B,,N,,1.63,0.432,,,
Garnier_etal_F/CR,GRASS/M,Phillyrea latifolia,S,E,B,C3,N,,2.12,0.06,,,
Garnier_etal_F/CR,GRASS/M,Phleum pratense,G,,B,C3,N,,1.57,0.427,,,
Garnier_etal_F/CR,GRASS/M,Pistacia terebinthus,T,D,B,C3,N,,1.97,0.334,,,
Garnier_etal_F/CR,GRASS/M,Plantago lanceloata,H,D,B,C3,N,,1.8,0.254,,,
Garnier_etal_F/CR,GRASS/M,Psoralea bituminosa,S,,B,C3,Y,,1.72,0.632,,,
Garnier_etal_F/CR,GRASS/M,Quercus ilex,T,E,B,C3,N,,2.17,0.218,,,
Garnier_etal_F/CR,GRASS/M,Quercus pubescens,T,D,B,C3,N,,2,0.229,,,
Garnier_etal_F/CR,GRASS/M,Rubia peregrina,S,E,B,C3,N,,1.85,0.151,,,
Garnier_etal_F/CR,GRASS/M,Rubus sp,S,D,B,C3,N,,1.77,0.392,,,
Garnier_etal_F/CR,GRASS/M,Sanguisorba minor,H,D,B,C3,N,,1.75,0.361,,,
Garnier_etal_F/CR,GRASS/M,Scabiosa atropurpurea,H,,B,C3,N,,1.92,0.443,,,
Garnier_etal_F/CR,GRASS/M,Urospermum dalechampii,H,,B,C3,N,,1.5,0.508,,,
Garnier_etal_F/CR,GRASS/M,Viburnum tinus,S,E,B,C3,N,,1.96,0.101,,,
Garnier_etal_Les_Agros,GRASS/M,Acer monspessulanum,T,D,B,C3,N,0.76,1.84,0.328,,2.16,
Garnier_etal_Les_Agros,GRASS/M,Aristolochia rotunda,V,,B,C3,N,,1.56,0.516,,,
Garnier_etal_Les_Agros,GRASS/M,Brachypodium phoenicoides,G,D,B,C3,N,0.71,1.74,0.325,,2.39,
Garnier_etal_Les_Agros,GRASS/M,Calamintha nepeta,S,E,B,C3,N,,1.54,0.432,,,
Garnier_etal_Les_Agros,GRASS/M,Crataegus monogyna,S,D,B,C3,N,0.68,1.85,0.277,,2.23,
Garnier_etal_Les_Agros,GRASS/M,Dactylis glomerata,G,D,B,C3,N,,1.55,0.536,,,
Garnier_etal_Les_Agros,GRASS/M,Dorycnium pentaphyllum,H,D,B,C3,Y,0.75,1.74,0.534,,2.25,
Garnier_etal_Les_Agros,GRASS/M,Helianthemum nummularium,S,E,B,C3,N,,1.82,0.409,,,
Garnier_etal_Les_Agros,GRASS/M,Lavandula latifolia,S,E,B,C3,N,,1.91,0.289,,,
Garnier_etal_Les_Agros,GRASS/M,Pistacia terebinthus,T,D,B,C3,N,,1.84,0.394,,,
Garnier_etal_Les_Agros,GRASS/M,Plantago lanceloata,H,D,B,C3,N,0.65,1.7,0.379,,2.53,
Garnier_etal_Les_Agros,GRASS/M,Psoralea bituminosa,S,,B,C3,Y,,1.71,0.645,,,
Garnier_etal_Les_Agros,GRASS/M,Quercus pubescens,T,D,B,C3,N,,1.97,0.325,,,
Garnier_etal_Les_Agros,GRASS/M,Rubia peregrina,S,E,B,C3,N,0.68,1.79,0.289,,2.31,
Garnier_etal_Les_Agros,GRASS/M,Rubus sp,S,D,B,C3,N,0.82,1.73,0.364,,2.24,
Garnier_etal_Les_Agros,GRASS/M,Scabiosa atropurpurea,H,,B,C3,N,,1.87,0.473,,,
Garnier_etal_Les_Agros,GRASS/M,Teuchrium chamaedrys,S,E,B,C3,N,0.85,1.84,0.325,,2.32,
Garnier_etal_Les_Agros,GRASS/M,Viburnum tinus,S,E,B,C3,N,1.08,1.79,0.184,,1.88,
Garnier_etal_SM/C,GRASS/M,Acer monspessulanum,T,D,B,C3,N,,1.9,0.254,,,
Garnier_etal_SM/C,GRASS/M,Aegilops geniculata,G,D,B,C3,N,0.32,1.64,0.399,,2.53,
Garnier_etal_SM/C,GRASS/M,Agropyron sp,G,,,,N,,1.56,0.544,,,
Garnier_etal_SM/C,GRASS/M,Anagallis arvensis,H,,B,,N,,1.4,0.46,,,
Garnier_etal_SM/C,GRASS/M,Aristolochia rotunda,V,,B,C3,N,,1.69,0.543,,,
Garnier_etal_SM/C,GRASS/M,Avena barbata,G,,B,,N,,1.6,0.394,,,
Garnier_etal_SM/C,GRASS/M,Avenula bromoides,G,D,B,C3,N,0.41,1.8,0.24,,1.83,
Garnier_etal_SM/C,GRASS/M,Brachypodium distachyon,G,D,B,C3,N,0.34,1.53,0.384,,2.4,
Garnier_etal_SM/C,GRASS/M,Brachypodium phoenicoides,G,D,B,C3,N,0.57,1.81,0.23,,2.01,
Garnier_etal_SM/C,GRASS/M,Bromus erectus,G,D,B,C3,N,0.45,1.73,0.3,,2.21,
Garnier_etal_SM/C,GRASS/M,Bromus hordeaceus,G,,B,,N,,1.55,0.427,,,
Garnier_etal_SM/C,GRASS/M,Bromus lanceolatus,G,D,B,C3,N,0.33,1.61,0.342,,2.37,
Garnier_etal_SM/C,GRASS/M,Bromus madritiensis,G,,B,,N,,1.45,0.336,,,
